"BASIN_NUM","ELEVATION","STATION_ID","STATION_NAME","ACTUAL_DATE","VALUE"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-02-01","22.32"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-03-01","5.15"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-04-01","3.61"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-05-01","2.67"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-06-01","0.48"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-07-01","0.43"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-08-01","0.15"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-09-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-10-01","3.42"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-11-01","7.1"
"7701","5280","BYM","BLUE CANYON (DWR-2)","1999-12-01","1.66"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-01-01","18.29"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-02-01","23.07"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-03-01","4.37"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-04-01","3.24"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-05-01","4.41"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-06-01","1.08"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-08-01","0.02"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-09-01","1.65"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-10-01","6.76"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-11-01","2.47"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2000-12-01","4.1"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-01-01","5.52"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-02-01","10.14"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-03-01","4.37"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-04-01","5.86"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-05-01","0.19"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-06-01","0.25"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-09-01","0.58"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-10-01","1.62"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-11-01","12.38"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2001-12-01","18.12"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-01-01","6.6"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-02-01","5.61"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-03-01","10.28"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-04-01","2.85"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-05-01","2.17"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-06-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-09-01","0.06"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-10-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-11-01","9.11"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2002-12-01","16.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-01-01","4.95"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-02-01","3.38"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-03-01","6.74"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-04-01","10"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-05-01","3.52"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-06-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-07-01","0.03"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-08-01","2.38"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-09-01","0.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-10-01","0.39"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-11-01","4.43"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2003-12-01","18.11"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-01-01","6.81"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-02-01","13.26"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-03-01","1.57"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-04-01","2.15"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-05-01","1.21"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-06-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-09-01","0.41"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-10-01","8.13"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-11-01","4.17"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2004-12-01","13.39"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-01-01","11.65"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-02-01","5.15"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-03-01","12.67"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-04-01","4.03"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-05-01","12.57"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-06-01","3.79"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-09-01","0.34"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-10-01","2.41"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-11-01","7.22"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2005-12-01","36.54"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-01-01","12.56"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-02-01","10.14"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-03-01","20.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-04-01","16.4"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-05-01","2.02"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-06-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-07-01","0.03"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-09-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-10-01","1"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-11-01","8.42"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2006-12-01","11.24"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-01-01","2.78"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-02-01","19.17"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-03-01","1.99"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-04-01","5.46"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-05-01","2.1"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-06-01","0.92"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-07-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-08-01","0.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-09-01","1.76"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-10-01","5.69"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-11-01","2.03"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2007-12-01","11.24"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-01-01","15.92"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-02-01","9.25"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-03-01","3.44"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-04-01","0.91"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-05-01","1.7"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-06-01","0.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-07-01","0.04"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-08-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-09-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-10-01","2.92"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-11-01","6.69"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2008-12-01","10.21"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-01-01","5.58"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-02-01","17"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-03-01","10.3"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-04-01","3.02"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-05-01","8.6"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-06-01","0.41"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-07-01","0.01"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-08-01","0.06"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-09-01","0.06"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-10-01","5.34"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-11-01","2.58"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2009-12-01","10.12"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-01-01","13.9"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-02-01","8.03"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-03-01","9.05"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-04-01","11.07"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-05-01","6.58"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-06-01","0.44"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-07-01","0.05"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-08-01","0.11"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-09-01","0"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-10-01","10.98"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-11-01","12.22"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2010-12-01","21.88"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-01-01","3.92"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-02-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-03-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-04-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-05-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-06-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-07-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-08-01","NULL"
"7701","5280","BYM","BLUE CANYON (DWR-2)","2011-09-01","NULL"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1919-10-01","0.69"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1919-11-01","1.41"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1919-12-01","9.35"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-01-01","0.45"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-02-01","3.57"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-03-01","12.32"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-04-01","7.85"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-05-01","0.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-06-01","2.05"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-07-01","1.08"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-08-01","0.75"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-09-01","0.76"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-10-01","8.31"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-11-01","4.37"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1920-12-01","11.27"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-01-01","26.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-02-01","2.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-03-01","3.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-04-01","1.05"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-05-01","5.4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-06-01","0.92"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-07-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-08-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-09-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-10-01","1.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-11-01","3.15"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1921-12-01","9.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-01-01","4.4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-02-01","12.4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-03-01","6.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-04-01","1.1"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-05-01","2.55"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-06-01","0.8"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-07-01","2.18"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-08-01","0.1"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-09-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-10-01","1.2"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-11-01","3.04"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1922-12-01","15.9"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-01-01","8.4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-02-01","3.8"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-03-01","0.64"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-04-01","2.48"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-05-01","0.41"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-06-01","2.06"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-07-01","0.71"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-08-01","0.39"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-09-01","3.69"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-10-01","1.82"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-11-01","0.7"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1923-12-01","5.2"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-01-01","4.26"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-02-01","0.3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-03-01","4.38"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-04-01","1.92"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-05-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-06-01","0.02"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-07-01","0.02"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-08-01","0.01"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-09-01","1.13"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-10-01","4.02"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-11-01","2.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1924-12-01","6.85"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-01-01","3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-02-01","10.28"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-03-01","6.36"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-04-01","6.16"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-05-01","0.93"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-06-01","1.46"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-07-01","1.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-08-01","0.86"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-09-01","1.9"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-10-01","1.95"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-11-01","3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1925-12-01","1.52"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-01-01","2.98"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-02-01","9.7"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-03-01","0.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-04-01","4.49"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-05-01","2"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-06-01","1.3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-07-01","0.1"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-08-01","0.05"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-09-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-10-01","0.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-11-01","11.9"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1926-12-01","4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-01-01","6.85"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-02-01","8.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-03-01","3.75"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-04-01","4.88"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-05-01","1.28"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-06-01","1.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-07-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-08-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-09-01","0.16"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-10-01","3.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-11-01","2.7"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1927-12-01","3.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-01-01","4.71"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-02-01","4.3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-03-01","5.94"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-04-01","4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-05-01","0.5"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-06-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-07-01","0.05"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-08-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-09-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-10-01","0.2"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-11-01","2.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1928-12-01","6.69"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-01-01","4.16"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-02-01","4.38"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-03-01","8.13"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-04-01","7.77"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-05-01","0.15"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-06-01","4.78"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-07-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-08-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-09-01","0.04"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-10-01","0.45"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-11-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1929-12-01","6.3"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-01-01","13.26"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-02-01","10.93"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-03-01","5.84"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-04-01","3.95"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-05-01","3.35"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-06-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-07-01","0.18"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-08-01","0.69"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-09-01","2.26"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-10-01","0.45"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-11-01","6.2"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1930-12-01","0.62"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-01-01","6.93"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-02-01","4.19"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-03-01","3.75"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-04-01","3.6"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-05-01","1.39"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-06-01","1.57"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-07-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-08-01","0.22"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-09-01","0.04"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-10-01","0.7"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-11-01","5.4"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1931-12-01","14.69"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-01-01","4.96"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-02-01","5.43"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-03-01","1.04"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-04-01","2.84"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-05-01","1.65"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-06-01","0.25"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-07-01","0.18"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-08-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-09-01","0"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-10-01","0.08"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-11-01","1.15"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1932-12-01","4.24"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-01-01","12.34"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-02-01","2.07"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-03-01","5.93"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-04-01","1.06"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-05-01","4.09"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-06-01","0.33"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-07-01","0.1"
"7701","8000","CPT","CAPLES (TWIN) LAKE","1933-08-01","0.72"
